network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
2a01:578:400::/38,6252001,6252001,,0,0
2a01:578:800::/37,6252001,6252001,,0,0
2a01:578:1000::/36,6252001,6252001,,0,0
2a01:578:2000::/35,6252001,6252001,,0,0
2a01:578:4000::/34,6252001,6252001,,0,0
2a01:578:8000::/33,6252001,6252001,,0,0
2a01:580::/32,2921044,2921044,,0,0
2a01:590::/32,2017370,2017370,,0,0
2a01:598::/29,2921044,2921044,,0,0
2a01:5a0::/32,2635167,2635167,,0,0
2a01:5a8::/32,732800,732800,,0,0
2a01:5b0::/32,2921044,2921044,,0,0
2a01:5b8::/29,718075,718075,,0,0
2a01:5c0::/32,2921044,2921044,,0,0
2a01:5c8::/32,2921044,2921044,,0,0
2a01:5d0::/32,719819,719819,,0,0
2a01:5d8::/29,2658434,2658434,,0,0
2a01:5e0::/32,3077311,3077311,,0,0
2a01:5f0::/29,3077311,3077311,,0,0
2a01:600::/32,3144096,3144096,,0,0
2a01:608::/32,2960313,2960313,,0,0
2a01:610::/32,2635167,2635167,,0,0
2a01:618::/32,2635167,2635167,,0,0
2a01:620::/32,2017370,2017370,,0,0
2a01:628::/32,2017370,2017370,,0,0
2a01:630::/32,2623032,2623032,,0,0
2a01:640::/29,2629691,2629691,,0,0
2a01:648::/32,3017382,3017382,,0,0
2a01:650::/32,2661886,2661886,,0,0
2a01:658::/32,3175395,3175395,,0,0
2a01:660::/29,2921044,2921044,,0,0
2a01:668::/32,2017370,2017370,,0,0
2a01:670::/32,2750405,2750405,,0,0
2a01:678::/29,3017382,3017382,,0,0
2a01:680::/32,2017370,2017370,,0,0
2a01:688::/32,2921044,2921044,,0,0
2a01:690::/29,2802361,2802361,,0,0
2a01:698::/32,798544,798544,,0,0
2a01:6a0::/32,3175395,3175395,,0,0
2a01:6a8::/32,2658434,2658434,,0,0
2a01:6b0::/32,690791,690791,,0,0
2a01:6c0::/32,2921044,2921044,,0,0
2a01:6c8::/32,2635167,2635167,,0,0
2a01:6d0::/32,2661886,2661886,,0,0
2a01:6d8::/32,3017382,3017382,,0,0
2a01:6e0::/32,2017370,2017370,,0,0
2a01:6e8::/32,2017370,2017370,,0,0
2a01:6f0::/33,2921044,2921044,,0,0
2a01:6f0:8000::/34,2921044,2921044,,0,0
2a01:6f0:c000::/35,2921044,2921044,,0,0
2a01:6f0:e000::/36,2921044,2921044,,0,0
2a01:6f0:f000::/37,2921044,2921044,,0,0
2a01:6f0:f800::/38,2921044,2921044,,0,0
2a01:6f0:fc00::/39,2921044,2921044,,0,0
2a01:6f0:fe00::/40,2921044,2921044,,0,0
2a01:6f0:ff00::/41,2921044,2921044,,0,0
2a01:6f0:ff80::/42,2921044,2921044,,0,0
2a01:6f0:ffc0::/43,2921044,2921044,,0,0
2a01:6f0:ffe0::/44,2921044,2921044,,0,0
2a01:6f0:fff0::/45,2921044,2921044,,0,0
2a01:6f0:fff8::/46,2921044,2921044,,0,0
2a01:6f0:fffc::/47,2921044,2921044,,0,0
2a01:6f0:fffe::/48,2921044,2921044,,0,0
2a01:6f0:ffff::/48,2750405,2921044,,0,0
2a01:6f8::/32,2921044,2921044,,0,0
2a01:700::/32,2635167,2635167,,0,0
2a01:710::/32,2750405,2750405,,0,0
2a01:718::/32,298795,298795,,0,0
2a01:720::/32,298795,298795,,0,0
2a01:728::/29,3017382,3017382,,0,0
2a01:730::/32,298795,298795,,0,0
2a01:738::/32,2635167,2635167,,0,0
2a01:740::/32,2921044,2921044,,0,0
2a01:750::/32,690791,690791,,0,0
2a01:758::/32,690791,690791,,0,0
2a01:760::/32,2658434,2658434,,0,0
2a01:768::/32,2658434,2658434,,0,0
2a01:770::/32,2510769,2510769,,0,0
2a01:778::/32,130758,130758,,0,0
2a01:780::/32,2921044,2921044,,0,0
2a01:788::/32,2750405,2750405,,0,0
2a01:790::/32,298795,298795,,0,0
2a01:798::/30,3144096,3144096,,0,0
2a01:79c::/31,3144096,3144096,,0,0
2a01:79e::/34,3144096,3144096,,0,0
2a01:79e:4000::/35,3144096,3144096,,0,0
2a01:79e:6000::/36,3144096,3144096,,0,0
2a01:79e:7000::/37,3144096,3144096,,0,0
2a01:79e:7800::/39,3144096,3144096,,0,0
2a01:79e:7a00::/40,3144096,3144096,,0,0
2a01:79e:7b00::/41,3144096,3144096,,0,0
2a01:79e:7b80::/42,3144096,3144096,,0,0
2a01:79e:7bc0::/43,3144096,3144096,,0,0
2a01:79e:7be0::/47,3144096,3144096,,0,0
2a01:79e:7be2::/48,3144096,3144096,,0,0
2a01:79e:7be3::/49,3144096,3144096,,0,0
2a01:79e:7be3:8000::/49,2623032,3144096,,0,0
2a01:79e:7be4::/46,3144096,3144096,,0,0
2a01:79e:7be8::/45,3144096,3144096,,0,0
2a01:79e:7bf0::/44,3144096,3144096,,0,0
2a01:79e:7c00::/38,3144096,3144096,,0,0
2a01:79e:8000::/33,3144096,3144096,,0,0
2a01:79f::/32,3144096,3144096,,0,0
2a01:7a0::/29,2921044,2921044,,0,0
2a01:7a8::/32,2635167,2635167,,0,0
2a01:7b0::/32,3017382,3017382,,0,0
2a01:7b8::/32,2635167,2635167,,0,0
2a01:7c0::/32,690791,690791,,0,0
2a01:7c8::/32,2750405,2750405,,0,0
2a01:7d0::/32,3175395,3175395,,0,0
2a01:7d8::/32,798549,798549,,0,0
2a01:7e0::/29,2921044,2921044,,0,0
2a01:7e8::/32,2623032,2623032,,0,0
2a01:7f0::/32,2921044,2921044,,0,0
2a01:7f8::/32,2921044,2921044,,0,0
2a01:800::/27,2921044,2921044,,0,0
2a01:820::/28,2921044,2921044,,0,0
2a01:830::/29,2921044,2921044,,0,0
2a01:838::/33,2921044,2921044,,0,0
2a01:838:8000::/34,2921044,2921044,,0,0
2a01:838:c000::/35,2921044,2921044,,0,0
2a01:838:e000::/36,2921044,2921044,,0,0
2a01:838:f000::/37,2921044,2921044,,0,0
2a01:838:f800::/38,2921044,2921044,,0,0
2a01:838:fc00::/39,2921044,2921044,,0,0
2a01:838:fe00::/40,2921044,2921044,,0,0
2a01:838:ff00::/41,2921044,2921044,,0,0
2a01:838:ff80::/42,2921044,2921044,,0,0
2a01:838:ffc0::/43,2921044,2921044,,0,0
2a01:838:ffe0::/44,2921044,2921044,,0,0
2a01:838:fff0::/45,2921044,2921044,,0,0
2a01:838:fff8::/46,2921044,2921044,,0,0
2a01:838:fffc::/47,2921044,2921044,,0,0
2a01:838:fffe::/48,2921044,2921044,,0,0
2a01:838:ffff::/49,2562770,2921044,,0,0
2a01:838:ffff:8000::/49,2921044,2921044,,0,0
2a01:839::/32,2921044,2921044,,0,0
2a01:83a::/31,2921044,2921044,,0,0
2a01:83c::/30,2921044,2921044,,0,0
2a01:840::/26,2921044,2921044,,0,0
2a01:880::/25,2921044,2921044,,0,0
2a01:c00::/26,2921044,2921044,,0,0
2a01:e00::/27,3017382,3017382,,0,0
2a01:e20::/28,3017382,3017382,,0,0
2a01:e30::/30,3017382,3017382,,0,0
2a01:e34::/32,3017382,3017382,,0,0
2a01:e35::/35,3017382,3017382,,0,0
2a01:e35:2000::/37,3017382,3017382,,0,0
2a01:e35:2800::/38,3017382,3017382,,0,0
2a01:e35:2c00::/39,3017382,3017382,,0,0
2a01:e35:2e00::/40,3017382,3017382,,0,0
2a01:e35:2f00::/48,3017382,3017382,,0,0
2a01:e35:2f01::/49,3017382,3017382,,0,0
2a01:e35:2f01:8000::/50,3017382,3017382,,0,0
2a01:e35:2f01:c000::/51,3017382,3017382,,0,0
2a01:e35:2f01:e000::/52,3017382,3017382,,0,0
2a01:e35:2f01:f000::/55,3017382,3017382,,0,0
2a01:e35:2f01:f200::/57,3017382,3017382,,0,0
2a01:e35:2f01:f280::/67,3017382,3017382,,0,0
2a01:e35:2f01:f280:2000::/69,3017382,3017382,,0,0
2a01:e35:2f01:f280:2800::/70,3017382,3017382,,0,0
2a01:e35:2f01:f280:2c00::/72,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d00::/73,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d80::/76,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d90::/77,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d98::/79,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9a::/80,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b::/81,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:8000::/82,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:c000::/84,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d000::/86,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d400::/91,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d420::/92,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d430::/93,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d438::/94,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43c::/96,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d::/97,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:8000:0/104,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:8100:0/105,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:8180:0/107,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81a0:0/108,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81b0:0/109,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81b8:0/110,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81bc:0/111,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:0/113,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:8000/114,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:c000/115,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:e000/116,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f000/118,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f400/119,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f600/121,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f680/125,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f688/126,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f68c/127,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f68e/128,6255148,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f68f/128,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f690/124,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f6a0/123,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f6c0/122,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f700/120,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81be:f800/117,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81bf:0/112,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:81c0:0/106,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:8200:0/103,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:8400:0/102,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:8800:0/101,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:9000:0/100,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:a000:0/99,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43d:c000:0/98,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d43e::/95,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d440::/90,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d480::/89,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d500::/88,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d600::/87,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:d800::/85,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9b:e000::/83,3017382,3017382,,0,0
2a01:e35:2f01:f280:2d9c::/78,3017382,3017382,,0,0
2a01:e35:2f01:f280:2da0::/75,3017382,3017382,,0,0
2a01:e35:2f01:f280:2dc0::/74,3017382,3017382,,0,0
2a01:e35:2f01:f280:2e00::/71,3017382,3017382,,0,0
2a01:e35:2f01:f280:3000::/68,3017382,3017382,,0,0
2a01:e35:2f01:f280:4000::/66,3017382,3017382,,0,0
2a01:e35:2f01:f280:8000::/65,3017382,3017382,,0,0
2a01:e35:2f01:f281::/64,3017382,3017382,,0,0
2a01:e35:2f01:f282::/63,3017382,3017382,,0,0
2a01:e35:2f01:f284::/62,3017382,3017382,,0,0
2a01:e35:2f01:f288::/61,3017382,3017382,,0,0
2a01:e35:2f01:f290::/60,3017382,3017382,,0,0
2a01:e35:2f01:f2a0::/59,3017382,3017382,,0,0
2a01:e35:2f01:f2c0::/58,3017382,3017382,,0,0
2a01:e35:2f01:f300::/56,3017382,3017382,,0,0
2a01:e35:2f01:f400::/54,3017382,3017382,,0,0
2a01:e35:2f01:f800::/53,3017382,3017382,,0,0
2a01:e35:2f02::/47,3017382,3017382,,0,0
2a01:e35:2f04::/46,3017382,3017382,,0,0
2a01:e35:2f08::/45,3017382,3017382,,0,0
2a01:e35:2f10::/44,3017382,3017382,,0,0
2a01:e35:2f20::/43,3017382,3017382,,0,0
2a01:e35:2f40::/42,3017382,3017382,,0,0
2a01:e35:2f80::/41,3017382,3017382,,0,0
2a01:e35:3000::/36,3017382,3017382,,0,0
2a01:e35:4000::/34,3017382,3017382,,0,0
2a01:e35:8000::/33,3017382,3017382,,0,0
2a01:e36::/31,3017382,3017382,,0,0
2a01:e38::/29,3017382,3017382,,0,0
2a01:1000::/21,798544,798544,,0,0
2a01:2000::/20,3175395,3175395,,0,0
2a01:4000::/32,174982,174982,,0,0
2a01:4020::/32,2635167,2635167,,0,0
2a01:4040::/32,2661886,2661886,,0,0
2a01:4060::/32,2921044,2921044,,0,0
2a01:4080::/32,2017370,2017370,,0,0
2a01:40a0::/32,2921044,2921044,,0,0
2a01:40c0::/32,3017382,3017382,,0,0
2a01:40e0::/32,2750405,2750405,,0,0
2a01:4100::/32,2510769,2510769,,0,0
2a01:4120::/32,2782113,2782113,,0,0
2a01:4140::/32,2510769,2510769,,0,0
2a01:4160::/32,783754,783754,,0,0
2a01:4180::/32,2921044,2921044,,0,0
2a01:41a0::/32,597427,597427,,0,0
2a01:41c0::/32,2658434,2658434,,0,0
2a01:41e0::/32,2921044,2921044,,0,0
2a01:4200::/29,2017370,2017370,,0,0
2a01:4240::/32,3077311,3077311,,0,0
2a01:4260::/32,2623032,2623032,,0,0
2a01:4280::/32,294640,294640,,0,0
2a01:42a0::/32,2017370,2017370,,0,0
2a01:42c0::/32,3144096,3144096,,0,0
2a01:42e0::/32,1522867,1522867,,0,0
2a01:4300::/32,2635167,2635167,,0,0
2a01:4320::/32,2635167,2635167,,0,0
2a01:4340::/32,2802361,2802361,,0,0
2a01:4360::/32,2017370,2017370,,0,0
2a01:4380::/32,2017370,2017370,,0,0
2a01:43a0::/32,2661886,2661886,,0,0
2a01:43c0::/32,99237,99237,,0,0
2a01:4400::/32,2661886,2661886,,0,0
2a01:4420::/32,2017370,2017370,,0,0
2a01:4440::/32,2017370,2017370,,0,0
2a01:4460::/32,2017370,2017370,,0,0
2a01:4480::/32,2510769,2510769,,0,0
2a01:44a0::/32,3175395,3175395,,0,0
2a01:44c0::/32,2629691,2629691,,0,0
2a01:44e0::/32,690791,690791,,0,0
2a01:4500::/32,6254930,6254930,,0,0
2a01:4520::/32,2750405,2750405,,0,0
2a01:4540::/29,2658434,2658434,,0,0
2a01:4580::/29,3017382,3017382,,0,0
2a01:45c0::/32,3017382,3017382,,0,0
2a01:45e0::/32,3175395,3175395,,0,0
2a01:4600::/32,290291,290291,,0,0
2a01:4620::/32,3017382,3017382,,0,0
2a01:4640::/29,2658434,2658434,,0,0
2a01:4660::/32,798544,798544,,0,0
2a01:4680::/32,6290252,6290252,,0,0
2a01:46a0::/32,102358,102358,,0,0
2a01:46c0::/32,3017382,3017382,,0,0
2a01:46e0::/32,2635167,2635167,,0,0
2a01:4700::/32,798549,798549,,0,0
2a01:4720::/32,2017370,2017370,,0,0
2a01:4740::/32,732800,732800,,0,0
2a01:4760::/32,2635167,2635167,,0,0
2a01:4780::/32,174982,174982,,0,0
2a01:47a0::/32,614540,614540,,0,0
2a01:47c0::/29,719819,719819,,0,0
2a01:47e0::/32,690791,690791,,0,0
2a01:4800::/32,2921044,2921044,,0,0
2a01:4820::/32,2963597,2963597,,0,0
2a01:4840::/32,3175395,3175395,,0,0
2a01:4860::/32,99237,99237,,0,0
2a01:4880::/32,2017370,2017370,,0,0
2a01:48a0::/32,2017370,2017370,,0,0
2a01:48c0::/32,2658434,2658434,,0,0
2a01:48e0::/32,2510769,2510769,,0,0
2a01:4900::/32,290291,290291,,0,0
2a01:4920::/32,2017370,2017370,,0,0
2a01:4940::/32,2017370,2017370,,0,0
2a01:4960::/32,2658434,2658434,,0,0
2a01:4980::/32,2802361,2802361,,0,0
2a01:49a0::/32,2629691,2629691,,0,0
2a01:49c0::/32,2017370,2017370,,0,0
2a01:49e0::/32,587116,587116,,0,0
2a01:4a00::/32,174982,174982,,0,0
2a01:4a20::/32,3017382,3017382,,0,0
2a01:4a40::/32,732800,732800,,0,0
2a01:4a60::/32,690791,690791,,0,0
2a01:4a80::/32,2510769,2510769,,0,0
2a01:4aa0::/32,2658434,2658434,,0,0
2a01:4ac0::/32,130758,130758,,0,0
2a01:4ae0::/32,2635167,2635167,,0,0
2a01:4b00::/32,2635167,2635167,,0,0
2a01:4b20::/32,2921044,2921044,,0,0
2a01:4b40::/32,1522867,1522867,,0,0
2a01:4b80::/32,2510769,2510769,,0,0
2a01:4ba0::/29,587116,587116,,0,0
2a01:4bc0::/32,2921044,2921044,,0,0
2a01:4be0::/32,719819,719819,,0,0
2a01:4c00::/29,2750405,2750405,,0,0
2a01:4c20::/32,298795,298795,,0,0
2a01:4c40::/32,2623032,2623032,,0,0
2a01:4c60::/32,2635167,2635167,,0,0
2a01:4c80::/32,2017370,2017370,,0,0
2a01:4ca0::/32,2017370,2017370,,0,0
2a01:4cc0::/32,2635167,2635167,,0,0
2a01:4ce0::/32,798549,798549,,0,0
2a01:4d00::/32,2017370,2017370,,0,0
2a01:4d20::/32,2623032,2623032,,0,0
2a01:4d40::/32,1522867,1522867,,0,0
2a01:4d60::/32,2750405,2750405,,0,0
2a01:4d80::/32,2921044,2921044,,0,0
2a01:4da0::/32,2921044,2921044,,0,0
2a01:4dc0::/29,2921044,2921044,,0,0
2a01:4de0::/32,2017370,2017370,,0,0
2a01:4e00::/32,3017382,3017382,,0,0
2a01:4e20::/32,798544,798544,,0,0
2a01:4e40::/32,2017370,2017370,,0,0
2a01:4e60::/32,2635167,2635167,,0,0
2a01:4e80::/32,3175395,3175395,,0,0
2a01:4ea0::/32,2017370,2017370,,0,0
2a01:4ec0::/32,3175395,3175395,,0,0
2a01:4ee0::/32,2017370,2017370,,0,0
2a01:4f00::/32,783754,783754,,0,0
2a01:4f20::/32,3017382,3017382,,0,0
2a01:4f40::/32,2658434,2658434,,0,0
2a01:4f60::/32,2750405,2750405,,0,0
2a01:4f80::/29,2921044,2921044,,0,0
2a01:4fc0::/32,2921044,2921044,,0,0
2a01:4fe0::/32,2750405,2750405,,0,0
2a01:5000::/32,2921044,2921044,,0,0
2a01:5020::/32,2921044,2921044,,0,0
2a01:5040::/29,2750405,2750405,,0,0
2a01:5080::/32,2017370,2017370,,0,0
2a01:50a0::/32,2921044,2921044,,0,0
2a01:50c0::/32,2921044,2921044,,0,0
2a01:50e0::/32,2921044,2921044,,0,0
2a01:5100::/32,2963597,2963597,,0,0
2a01:5120::/32,146669,146669,,0,0
2a01:5140::/32,2750405,2750405,,0,0
2a01:5160::/32,3194884,3194884,,0,0
2a01:5180::/32,2635167,2635167,,0,0
2a01:51a0::/32,660013,660013,,0,0
2a01:51c0::/29,660013,660013,,0,0
2a01:5200::/29,3057568,3057568,,0,0
2a01:5220::/32,2017370,2017370,,0,0
2a01:5240::/29,2921044,2921044,,0,0
2a01:5260::/32,2017370,2017370,,0,0
2a01:5280::/32,2510769,2510769,,0,0
2a01:52a0::/32,2658434,2658434,,0,0
2a01:52c0::/32,2921044,2921044,,0,0
2a01:52e0::/32,2750405,2750405,,0,0
2a01:5300::/32,2661886,2661886,,0,0
2a01:5320::/32,798544,798544,,0,0
2a01:5340::/32,2017370,2017370,,0,0
2a01:5380::/32,2635167,2635167,,0,0
2a01:53a0::/32,798544,798544,,0,0
2a01:53c0::/32,2635167,2635167,,0,0
2a01:53e0::/32,2661886,2661886,,0,0
2a01:5400::/32,2635167,2635167,,0,0
2a01:5420::/32,3175395,3175395,,0,0
2a01:5440::/32,2623032,2623032,,0,0
2a01:5460::/32,2750405,2750405,,0,0
2a01:5480::/32,3042362,3042362,,0,0
2a01:54a0::/32,2510769,2510769,,0,0
2a01:54c0::/32,2750405,2750405,,0,0
2a01:54e0::/32,2017370,2017370,,0,0
2a01:5500::/29,130758,130758,,0,0
2a01:5540::/29,2661886,2661886,,0,0
2a01:5560::/32,2017370,2017370,,0,0
2a01:5580::/32,2921044,2921044,,0,0
2a01:55a0::/32,2017370,2017370,,0,0
2a01:55c0::/29,2921044,2921044,,0,0
2a01:55e0::/29,2921044,2921044,,0,0
2a01:5600::/32,690791,690791,,0,0
2a01:5620::/29,2750405,2750405,,0,0
2a01:5640::/32,2635167,2635167,,0,0
2a01:5660::/32,2658434,2658434,,0,0
2a01:5680::/29,2635167,2635167,,0,0
2a01:56a0::/32,2635167,2635167,,0,0
2a01:56c0::/29,2635167,2635167,,0,0
2a01:56e0::/32,798544,798544,,0,0
2a01:5700::/32,2661886,2661886,,0,0
2a01:5720::/32,3175395,3175395,,0,0
2a01:5740::/31,2782113,2782113,,0,0
2a01:5760::/32,3175395,3175395,,0,0
2a01:5780::/32,2510769,2510769,,0,0
2a01:57a0::/32,2510769,2510769,,0,0
2a01:57c0::/32,2017370,2017370,,0,0
2a01:57e0::/32,3175395,3175395,,0,0
2a01:5800::/32,690791,690791,,0,0
2a01:5820::/32,2635167,2635167,,0,0
2a01:5840::/32,130758,130758,,0,0
2a01:5860::/32,2750405,2750405,,0,0
2a01:5880::/32,3175395,3175395,,0,0
2a01:58a0::/32,99237,99237,,0,0
2a01:58c0::/32,3017382,3017382,,0,0
2a01:58e0::/32,294640,294640,,0,0
2a01:5900::/32,2921044,2921044,,0,0
2a01:5920::/32,3175395,3175395,,0,0
2a01:5940::/32,3175395,3175395,,0,0
2a01:5960::/32,2802361,2802361,,0,0
2a01:5980::/32,2635167,2635167,,0,0
2a01:59a0::/29,798544,798544,,0,0
2a01:59c0::/32,2635167,2635167,,0,0
2a01:5a00::/32,2802361,2802361,,0,0
2a01:5a20::/36,2963597,2963597,,0,0
2a01:5a20:1000::/36,6252001,2963597,,0,0
2a01:5a20:2000::/35,2963597,2963597,,0,0
2a01:5a20:4000::/34,2963597,2963597,,0,0
2a01:5a20:8000::/33,2963597,2963597,,0,0
2a01:5a40::/32,2017370,2017370,,0,0
2a01:5a60::/32,2017370,2017370,,0,0
2a01:5a80::/32,6252001,6252001,,0,0
2a01:5aa0::/32,2635167,2635167,,0,0
2a01:5ac0::/32,2635167,2635167,,0,0
2a01:5ae0::/32,2635167,2635167,,0,0
2a01:5b00::/32,2635167,2635167,,0,0
2a01:5b20::/32,2510769,2510769,,0,0
2a01:5b40::/32,3144096,3144096,,0,0
2a01:5b60::/32,2635167,2635167,,0,0
2a01:5b80::/32,2802361,2802361,,0,0
2a01:5ba0::/32,2635167,2635167,,0,0
2a01:5bc0::/32,3077311,3077311,,0,0
2a01:5be0::/32,2750405,2750405,,0,0
2a01:5c00::/32,2802361,2802361,,0,0
2a01:5c20::/32,2635167,2635167,,0,0
2a01:5c40::/32,690791,690791,,0,0
2a01:5c60::/32,798544,798544,,0,0
2a01:5c80::/32,2017370,2017370,,0,0
2a01:5ca0::/32,285570,285570,,0,0
2a01:5cc0::/32,2750405,2750405,,0,0
2a01:5ce0::/32,2635167,2635167,,0,0
2a01:5d00::/32,2635167,2635167,,0,0
2a01:5d20::/32,3175395,3175395,,0,0
2a01:5d40::/32,690791,690791,,0,0
2a01:5d60::/29,1220409,1220409,,0,0
2a01:5d80::/32,290291,290291,,0,0
2a01:5da0::/32,3194884,3194884,,0,0
2a01:5dc0::/32,3017382,3017382,,0,0
2a01:5de0::/32,2635167,2635167,,0,0
2a01:5e00::/32,798544,798544,,0,0
2a01:5e20::/32,732800,732800,,0,0
2a01:5e40::/32,2635167,2635167,,0,0
2a01:5e60::/32,290557,290557,,0,0
2a01:5e80::/32,2623032,2623032,,0,0
2a01:5ea0::/32,2017370,2017370,,0,0
2a01:5ec0::/49,2635167,130758,,0,0
2a01:5ec0:0:8000::/50,2635167,130758,,0,0
2a01:5ec0:0:c000::/51,130758,130758,,0,0
2a01:5ec0:0:e000::/52,130758,130758,,0,0
2a01:5ec0:0:f000::/52,2635167,130758,,0,0
2a01:5ec0:1::/51,2635167,130758,,0,0
2a01:5ec0:1:2000::/51,130758,130758,,0,0
2a01:5ec0:1:4000::/51,130758,130758,,0,0
2a01:5ec0:1:6000::/51,2635167,130758,,0,0
2a01:5ec0:1:8000::/51,2635167,130758,,0,0
2a01:5ec0:1:a000::/51,130758,130758,,0,0
2a01:5ec0:1:c000::/50,2635167,130758,,0,0
2a01:5ec0:2::/51,2750405,130758,,0,0
2a01:5ec0:2:2000::/51,130758,130758,,0,0
2a01:5ec0:2:4000::/50,2750405,130758,,0,0
2a01:5ec0:2:8000::/49,130758,130758,,0,0
2a01:5ec0:3::/48,130758,130758,,0,0
2a01:5ec0:4::/46,130758,130758,,0,0
2a01:5ec0:8::/49,130758,130758,,0,0
2a01:5ec0:8:8000::/49,2635167,130758,,0,0
2a01:5ec0:9::/48,130758,130758,,0,0
2a01:5ec0:a::/47,130758,130758,,0,0
2a01:5ec0:c::/46,130758,130758,,0,0
2a01:5ec0:10::/44,130758,130758,,0,0
2a01:5ec0:20::/43,130758,130758,,0,0
2a01:5ec0:40::/42,130758,130758,,0,0
2a01:5ec0:80::/41,130758,130758,,0,0
2a01:5ec0:100::/40,130758,130758,,0,0
2a01:5ec0:200::/39,130758,130758,,0,0
2a01:5ec0:400::/38,130758,130758,,0,0
2a01:5ec0:800::/37,130758,130758,,0,0
2a01:5ec0:1000::/48,130758,130758,,0,0
2a01:5ec0:1001::/49,6252001,130758,,0,0
2a01:5ec0:1001:8000::/49,130758,130758,,0,0
2a01:5ec0:1002::/47,130758,130758,,0,0
2a01:5ec0:1004::/46,130758,130758,,0,0
2a01:5ec0:1008::/45,130758,130758,,0,0
2a01:5ec0:1010::/45,130758,130758,,0,0
2a01:5ec0:1018::/48,130758,130758,,0,0
2a01:5ec0:1019::/49,130758,130758,,0,0
2a01:5ec0:1019:8000::/49,2635167,130758,,0,0
2a01:5ec0:101a::/47,130758,130758,,0,0
2a01:5ec0:101c::/46,130758,130758,,0,0
2a01:5ec0:1020::/43,130758,130758,,0,0
2a01:5ec0:1040::/42,130758,130758,,0,0
2a01:5ec0:1080::/41,130758,130758,,0,0
2a01:5ec0:1100::/40,130758,130758,,0,0
